,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,-0.5903299,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
11,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,-0.9521124,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
12,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,-0.9498999,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
13,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.5845382,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
14,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,0.0042940,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
15,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,0.5914846,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
16,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,-0.9525491,0.9525491,-0.9525491,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
17,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,-0.9525491,-0.9494516,0.9494516,-0.9494516,-0.9525491,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
18,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,-0.9525491,-0.9494516,-0.5833763,0.5833763,-0.5833763,-0.9494516,-0.9525491,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
19,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,-0.9525491,-0.9494516,-0.5833763,0.0057253,-0.0057253,0.0057253,-0.5833763,-0.9494516,-0.9525491,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
20,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5880168,0.9512333,0.9507908,0.5868585,-0.0014313,-0.5891739,-0.9516738,-0.9503463,-0.5856990,0.0028627,0.5903299,0.9521124,0.9498999,0.5845382,-0.0042940,-0.5914846,-0.9525491,-0.9494516,-0.5833763,0.0057253,0.5926381,-0.5926381,0.5926381,0.0057253,-0.5833763,-0.9494516,-0.9525491,-0.5914846,-0.0042940,0.5845382,0.9498999,0.9521124,0.5903299,0.0028627,-0.5856990,-0.9503463,-0.9516738,-0.5891739,-0.0014313,0.5868585,0.9507908,0.9512333,0.5880168,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
